Subject,Start Date,Start Time,End Date,End Time,All day event,Description
"Luke, Evangelist [4] Red",2018-10-18,,,,TRUE,"Luke, Evangelist [4] Red

EUCHARIST
Sirach 38:1-4, 6-10, 12-14
Psalm 147:1-7
2 Timothy 4:5-13, (14-17)
Luke 4:14-21 or Luke 10:1-9

MORNING PRAYER: Festivals
Ezekiel 47:1-12
Luke 1:1-4

EVENING PRAYER: Festivals
Isaiah 52:7-10
Acts 1:1-8

---

Week of Proper 28
Thursday after Pentecost 21, Green

DAILY EUCHARIST
Ephesians 1:1-10
Psalm 98
Luke 11:47-54

DAILY PRAYER: Week B
Jonah 3:1 - 4:11
Acts 27:27-44
Luke 9:18-27"
"Henry Martyn, Priest and Missionary, 1812 [6] White",2018-10-19,,,,TRUE,"Week of Proper 28
Henry Martyn, Priest and Missionary, 1812 [6] White
Friday after Pentecost 21, Green

DAILY EUCHARIST
Ephesians 1:11-14
Psalm 33:1-12
Luke 12:1-7

DAILY PRAYER: Week B
Sirach 1:1-10, 18-27
Acts 28:1-6
Luke 9:28-36"
Saturday after Pentecost 21,2018-10-20,,,,TRUE,"Week of Proper 28
Saturday after Pentecost 21, Green

DAILY EUCHARIST
Ephesians 1:15-23
Psalm 8
Luke 12:8-12

DAILY PRAYER: Week B
Sirach 3:17-21
Acts 28:17-31
Luke 9:37-50"
Pentecost 22 [3] Green; SPB Trinity 21,2018-10-21,,,,TRUE,"Week of Proper 29
Pentecost 22 [3] Green
SPB Trinity 21

EUCHARIST: Continuous
Job 38:1-7, (34-41)
Psalm 104:1-9, 24, 35c
Hebrews 5:1-10
Mark 10:35-45

EUCHARIST: Thematic
Isaiah 53:4-12
Psalm 91:9-16
Hebrews 5:1-10
Mark 10:35-45

DAILY PRAYER: Week C
Joshua 14:6-14
1 Corinthians 10:1-13
Matthew 12:1-21

ALTERNATIVE PSALMS
Morning: Psalm 142
Evening: Psalm 141"
Monday after Pentecost 22,2018-10-22,,,,TRUE,"Week of Proper 29
Monday after Pentecost 22, Green

DAILY EUCHARIST
Ephesians 2:1-10
Psalm 100
Luke 12:13-21

DAILY PRAYER: Week C
Sirach 4:20 - 5:7
Revelation 7:1-8
Luke 9:51-62"
"James of Jerusalem, Martyr, c.62 [4] Red",2018-10-23,,,,TRUE,"Week of Proper 29
James of Jerusalem, Martyr, c.62 [4] Red
Tuesday after Pentecost 22, Green

DAILY EUCHARIST
Ephesians 2:11-22
Psalm 85:8-13
Luke 12:35-38

DAILY PRAYER: Week C
Sirach 6:5-17
Revelation 7:9-17
Luke 10:1-16"
Wednesday after Pentecost 22,2018-10-24,,,,TRUE,"Week of Proper 29
Wednesday after Pentecost 22, Green

DAILY EUCHARIST
Ephesians 3:4-12
Psalm 113 or Psalm 122
Luke 12:39-48

DAILY PRAYER: Week C
Sirach 7:4-14
Revelation 8:1-13
Luke 10:17-24"
Thursday after Pentecost 22,2018-10-25,,,,TRUE,"Week of Proper 29
Thursday after Pentecost 22, Green

DAILY EUCHARIST
Ephesians 3:14-21
Psalm 33:1-11
Luke 12:49-53

DAILY PRAYER: Week C
Sirach 10:1-18
Revelation 9:1-12
Luke 10:25-37"
Friday after Pentecost 22,2018-10-26,,,,TRUE,"Week of Proper 29
Friday after Pentecost 22, Green

DAILY EUCHARIST
Ephesians 4:1-6
Psalm 24:1-6
Luke 12:54-59

DAILY PRAYER: Week C
Sirach 3:1-13
1 Corinthians 16:10-24
Matthew 12:22-32"
Saturday after Pentecost 22,2018-10-27,,,,TRUE,"Week of Proper 29
Saturday after Pentecost 22, Green

DAILY EUCHARIST
Ephesians 4:7-16
Psalm 122
Luke 13:1-9

DAILY PRAYER: Week C
Sirach 15:9-20
Revelation 10:1-11
Luke 11:1-13"
Pentecost 23 [3] Green; SPB Trinity 22,2018-10-28,,,,TRUE,"Week of Proper 30
Pentecost 23 [3] Green
SPB Trinity 22

EUCHARIST: Continuous
Job 42:1-6, 10-17
Psalm 34:1-8, (19-22)
Hebrews 7:23-28
Mark 10:46-52

EUCHARIST: Thematic
Jeremiah 31:7-9
Psalm 126
Hebrews 7:23-28
Mark 10:46-52

DAILY PRAYER: Week D
Ecclesiastes 12:1-14
1 Corinthians 10:15-24
Luke 18:9-14

ALTERNATIVE PSALMS
Morning: Psalm 119:89-96, (97-104)
Evening: Psalm 119:121-128, (129-136)"
"Simon and Jude, Apostles [4] Red (translated from 28 October)",2018-10-29,,,,TRUE,"Simon and Jude, Apostles [4] Red

EUCHARIST
Deuteronomy 32:1-4 or Isaiah 28:14-16
Psalm 119:89-96
Ephesians 2:13-22
John 15:17-27

MORNING PRAYER: Festivals
Isaiah 28:9-16 or Jeremiah 3:12-18
Ephesians 4:1-16

EVENING PRAYER: Festivals
Isaiah 4:2-6
John 14:15-31

---

Week of Proper 30
Monday after Pentecost 23, Green

DAILY EUCHARIST
Ephesians 5:1-8
Psalm 1
Luke 13:10-17

DAILY PRAYER: Week D
Sirach 19:4-17
Revelation 11:1-14
Luke 11:14-26"
"James Hannington, Bishop and Companions, Martyrs, 1885 [6] Red (translated from 29 October)",2018-10-30,,,,TRUE,"Week of Proper 30
James Hannington, Bishop and Companions, Martyrs, 1885 [6] Red (translated from 29 October)
Tuesday after Pentecost 23, Green

DAILY EUCHARIST
Ephesians 5:21-33
Psalm 128
Luke 13:18-21

DAILY PRAYER: Week D
Sirach 24:1-12
Revelation 11:14-19
Luke 11:27-36"
Wednesday after Pentecost 23,2018-10-31,,,,TRUE,"Week of Proper 30
Wednesday after Pentecost 23, Green

DAILY EUCHARIST
Ephesians 6:1-9
Psalm 145:10-19
Luke 13:22-30

MORNING PRAYER: Week D
Sirach 28:14-26
Revelation 12:1-6
Luke 11:37-52

EVENING PRAYER: Festivals
(Evening before All Saints)
Wisdom of Solomon 3:1-9
Revelation 19:1, 4-10"
All Saints [2] White,2018-11-01,,,,TRUE,"All Saints [2] White

EUCHARIST
Wisdom of Solomon 3:1-9 or Isaiah 25:6-9
Psalm 24:1-6
Revelation 21:1-6a
John 11:32-44

MORNING PRAYER: Festivals
2 Esdras 2:42-47
Hebrews 11:32 - 12:2

EVENING PRAYER: Festivals
Wisdom of Solomon 5:1-5, 14-16
Revelation 21:1-4, 22 - 22:5

---

Week of Proper 30
Thursday after Pentecost 23, Green

DAILY EUCHARIST
Ephesians 6:10-20
Psalm 144:1-10
Luke 13:31-35

DAILY PRAYER: Week D
Sirach 31:12-18, 25 - 32:2
Revelation 12:7-17
Luke 11:53 - 12:12"
All Souls [5] Violet or White,2018-11-02,,,,TRUE,"All Souls [5] Violet or White

EUCHARIST
Wisdom of Solomon 3:1-9 or Lamentations 3:17-26, 31-33
Psalm 116:1-8 or Psalm 23
1 Peter 1:3-9 or Romans 5:5-11
John 6:37-40 or John 11:21-27

MORNING PRAYER: Festivals
Isaiah 25:6-9
1 Peter 1:3-9 or John 6:37-40

EVENING PRAYER: Festivals
Job 19:21-27
John 20:1-9

---

Week of Proper 30
Friday after Pentecost 23, Green

DAILY EUCHARIST
Philippians 1:1-11
Psalm 111
Luke 14:1-6

DAILY PRAYER: Week D
Sirach 34:1-8, 18-22
Revelation 13:1-10
Luke 12:13-31"
"Richard Hooker, Priest and Teacher of the Faith, 1660 [6] White",2018-11-03,,,,TRUE,"Week of Proper 30
Richard Hooker, Priest and Teacher of the Faith, 1660 [6] White
Saturday after Pentecost 23, Green

DAILY EUCHARIST
Philippians 1:12-26
Psalm 42:1-7
Luke 14:1, 7-11

DAILY PRAYER: Week D
Sirach 35:1-17
Revelation 13:11-18
Luke 12:32-48"
Pentecost 24 [3] Green; SPB Trinity 23,2018-11-04,,,,TRUE,"Week of Proper 31
Pentecost 24 [3] Green
SPB Trinity 23

EUCHARIST: Continuous
Ruth 1:1-18
Psalm 146
Hebrews 9:11-14
Mark 12:28-34

EUCHARIST: Thematic
Deatueronomy 6:1-9
Psalm 119:1-8
Hebrews 9:11-14
Mark 12:28-34

DAILY PRAYER: Week A
Daniel 2:1-11, 25-48
Ephesians 1:11-23
Matthew 5:1-12

ALTERNATIVE PSALMS
Morning: Psalms 111 (and 117)
Evening: Psalm 145:1-9"
Monday after Pentecost 24,2018-11-05,,,,TRUE,"Week of Proper 31
Monday after Pentecost 24, Green

DAILY EUCHARIST
Philippians 2:1-4
Psalm 131
Luke 14:12-14

DAILY PRAYER: Week A
Sirach 38:24-34
Revelation 14:1-13
Luke 12:49-59"
Tuesday after Pentecost 24,2018-11-06,,,,TRUE,"Week of Proper 31
Tuesday after Pentecost 24, Green

DAILY EUCHARIST
Philippians 2:5-11
Psalm 22:22-28
Luke 14:15-24

DAILY PRAYER: Week A
Sirach 43:1-22
Revelation 14:14 - 15:8
Luke 13:1-9"
"Willibrord, Bishop and Missionary, 739 [6] White",2018-11-07,,,,TRUE,"Week of Proper 31
Willibrord, Bishop and Missionary, 739 [6] White
Wednesday after Pentecost 24, Green

DAILY EUCHARIST
Philippians 2:12-18
Psalm 27:1-6, 17-18
Luke 14:25-33

DAILY PRAYER: Week A
Sirach 43:23-33
Revelation 16:1-11
Luke 13:10-17"
Thursday after Pentecost 24,2018-11-08,,,,TRUE,"Week of Proper 31
Thursday after Pentecost 24, Green

DAILY EUCHARIST
Philippians 3:3-8a
Psalm 105:1-7
Luke 15:1-10

DAILY PRAYER: Week A
Sirach 44:1-15
Revelation 16:12-21
Luke 13:18-30"
"George Hay Forbes, Priest, 1875 [6] White",2018-11-09,,,,TRUE,"Week of Proper 31
George Hay Forbes, Priest, 1875 [6] White
Friday after Pentecost 24, Green

DAILY EUCHARIST
Philippians 3:17 - 4:1
Psalm 122
Luke 16:1-8

DAILY PRAYER: Week A
Sirach 50:1, 11-24
Revelation 17:1-18
Luke 13:31-35"
"Leo the Great, Bishop and Teacher of the Faith, 461 [6] White",2018-11-10,,,,TRUE,"Week of Proper 31
Leo the Great, Bishop and Teacher of the Faith, 461 [6] White
Saturday after Pentecost 24, Green

DAILY EUCHARIST
Philippians 4:10-19
Psalm 112
Luke 16:9-15

DAILY PRAYER: Week A
Sirach 51:1-12
Revelation 18:1-14
Luke 14:1-11"
Pentecost 25 [3] Green; SPB Trinity 24 (Remembrance Sunday),2018-11-11,,,,TRUE,"Week of Proper 32
Pentecost 25 [3] Green
SPB Trinity 24

EUCHARIST: Continuous
Ruth 3:1-5; 4:13-17
Psalm 127
Hebrews 9:24-28
Mark 12:38-44

EUCHARIST: Thematic
1 Kings 17:8-16
Psalm 146
Hebrews 9:24-28
Mark 12:38-44

DAILY PRAYER: Week B
Isaiah 10:33 - 11:9
1 Timothy 2:1-7
John 14:23-29

ALTERNATIVE PSALMS
Morning: Psalm 82
Evening: Psalm 46

---

Remembrance Sunday

Job 19:21-27
Psalm 90
1 Corinthians 15:51-57
John 6:37-40"
"Machar, Bishop, c.600 [6] White",2018-11-12,,,,TRUE,"Week of Proper 32
Machar, Bishop, c.600 [6] White
Monday after Pentecost 25, Green

DAILY EUCHARIST
Titus 1:1-9
Psalm 24:1-6
Luke 17:1-6

DAILY PRAYER: Week B
Joel 1:1-13
Revelation 18:15-24
Luke 14:12-24"
"Martin of Tours, Bishop, c.397 [6] White (translated from 11 November)",2018-11-13,,,,TRUE,"Week of Proper 32
Martin of Tours, Bishop, c.397 [6] White (translated from 11 November)
Tuesday after Pentecost 25, Green

DAILY EUCHARIST
Titus 2:1-14
Psalm 37:1-6, 28-29
Luke 17:7-10

DAILY PRAYER: Week 
Joel 1:15 - 2:2, (3-11)
Revelation 19:1-10
Luke 14:25-35"
"Wednesday after Pentecost 25 (Ordination of Samuel Seabury, Bishop, 1784)
",2018-11-14,,,,TRUE,"Week of Proper 32
Wednesday after Pentecost 25, Green
(Ordination of Samuel Seabury, Bishop, 1784)

DAILY EUCHARIST
Titus 3:1-7
Psalm 23
Luke 17:11-19

DAILY PRAYER: Week B
Joel 2:12-19
Revelation 19:11-21
Luke 15:1-10"
Thursday after Pentecost 25,2018-11-15,,,,TRUE,"Week of Proper 32
Thursday after Pentecost 25, Green

DAILY EUCHARIST
Philemon 4-20
Psalm 146
Luke 17:20-25

DAILY PRAYER: Week B
Joel 2:21-27
James 1:1-15
Luke 15:1-2, 11-32"
"Margaret of Scotland, 1093 [4] White",2018-11-16,,,,TRUE,"Margaret of Scotland, 1093 [4] White

EUCHARIST
Proverbs 31:10-13, (14-24), 25-31
Psalm 112
2 Timothy 1:1-7
Matthew 13:44-46 or Luke 11:33-36

MORNING PRAYER: Festivals
Isaiah 35:1-10
Matthew 13:44-46 or Luke 11:33-36

EVENING PRAYER: Festivals
Wisdom of Solomon 6:1-21
Revelation 7:9-17

---

Week of Proper 32
Friday after Pentecost 25, Green

DAILY EUCHARIST
2 John 4-9
Psalm 119:1-8
Luke 17:26-37

DAILY PRAYER: Week B
Joel 2:28 - 3:8
James 1:16-27
Luke 16:1-9"
"Hilda of Whitby, 680 and Hugh of Lincoln, Bishop, 1200 [6] White",2018-11-17,,,,TRUE,"Week of Proper 32
Hilda of Whitby, 680 and Hugh of Lincoln, Bishop, 1200 [6] White
Saturday after Pentecost 25, Green

DAILY EUCHARIST
3 John 5-8
Psalm 112
Luke 18:1-8

DAILY PRAYER: Week B
Joel 3:9-17
James 2:1-13
Luke 16:10-17, (18)"
Pentecost 26 [3] Green; SPB Trinity 25,2018-11-18,,,,TRUE,"Week of Proper 33
Pentecost 26 [3] Green
SPB Trinity 25

EUCHARIST: Continuous
1 Samuel 1:4-20
Psalm 16 or Canticle: 1 Samuel 2:1-10
Hebrews 10:11-14, (15-18), 19-25
Mark 13:1-8

EUCHARIST: Thematic
Daniel 12:1-3
Psalm 16
Hebrews 10:11-14, (15-18), 19-25
Mark 13:1-8

DAILY PRAYER: Week C
Daniel 3:13-30
Revelation 4:1-11
Matthew 13:24-30, 36-43

ALTERNATIVE PSALMS
Morning: Psalm 89:19-29
Evening: Psalm 95 or Psalm 97"
"Fergus, Bishop, c.750 [6] White (translated from 18 November)",2018-11-19,,,,TRUE,"Week of Proper 33
Fergus, Bishop, c.750 [6] White (translated from 18 November)
Monday after Pentecost 26, Green

DAILY EUCHARIST
Revelation 1:1-4, 2:1-5
Psalm 1
Luke 18:35-43

DAILY PRAYER: Week C
Habakkuk 2:1-4, 9-20
James 2:14-26
Luke 16:19-31"
Tuesday after Pentecost 26,2018-11-20,,,,TRUE,"Week of Proper 33
Tuesday after Pentecost 26, Green

DAILY EUCHARIST
Revelation 3:1-6, 14-22
Psalm 15
Luke 19:1-10

DAILY PRAYER: Week C
Habakkuk 3:1-10, (11-15), 16-18
James 3:1-12
Luke 17:1-10"
"Columban, Bishop, 615 [6] White",2018-11-21,,,,TRUE,"Week of Proper 33
Columban, Bishop, 615 [6] White
Wednesday after Pentecost 26, Green

DAILY EUCHARIST
Revelation 4:1-11
Psalm 150
Luke 19:11-28

DAILY PRAYER: Week C
Malachi 1:1, 6-14
James 3:13 - 4:12
Luke 17:11-19"
"Cecilia, Martyr, c.230 [6] White",2018-11-22,,,,TRUE,"Week of Proper 33
Cecilia, Martyr, c.230 [6] White
Thursday after Pentecost 26, Green

DAILY EUCHARIST
Revelation 5:1-10
Psalm 149:1-5
Luke 19:41-44

DAILY PRAYER: Week C
Malachi 2:1-16
James 4:13 - 5:6
Luke 17:20-37"
"Clement of Rome, Bishop and Martyr, c.100 [6] Red",2018-11-23,,,,TRUE,"Week of Proper 33
Clement of Rome, Bishop and Martyr, c.100 [6] Red
Friday after Pentecost 26, Green

DAILY EUCHARIST
Revelation 10:8-11
Psalm 119:65-72
Luke 19:45-48

DAILY PRAYER: Week C
Malachi 3:1-12
James 5:7-12
Luke 18:1-8"
"Lucy Menzies, 1954 [6] White",2018-11-24,,,,TRUE,"Week of Proper 33
Lucy Menzies, 1954 [6] White
Saturday after Pentecost 26, Green

DAILY EUCHARIST
Revelation 11:1-12
Psalm 144:1-10
Luke 20:27-40

DAILY PRAYER: Week C
Malachi 3:13 - 4:6
James 5:13-20
Luke 18:9-14"
The Last Sunday after Pentecost (Christ the King) [3] White or Red (The Sunday before Advent),2018-11-25,,,,TRUE,"Week of Proper 34
The Last Sunday after Pentecost (Christ the King) [3] White or Red
(The Sunday before Advent)

EUCHARIST: Continuous
2 Samuel 23:1-7
Psalm 132:1-12, (13-18)
Revelation 1:4b-8
John 18:33-37

EUCHARIST: Thematic
Daniel 7:9-10, 13-14
Psalm 93
Revelation 1:4b-8
John 18:33-37

DAILY PRAYER: Week D
Daniel 5:(1-12), 13-30 or Isaiah 4:2 - 5:7
Revelation 11:15-18
John 6:1-15

ALTERNATIVE PSALMS
Morning: Psalm 29
Evening: Psalm 110"
Monday after the Last Sunday after Pentecost,2018-11-26,,,,TRUE,"Week of Proper 34
Monday after the Last Sunday after Pentecost, Green

DAILY EUCHARIST
Revelation 14:1-5
Psalm 24:1-6
Luke 21:1-4

DAILY PRAYER: Week D
Zechariah 10:1-12
Galations 6:1-10
Luke 18:15-30"
Tuesday after the Last Sunday after Pentecost,2018-11-27,,,,TRUE,"Week of Proper 34
Tuesday after the Last Sunday after Pentecost, Green

DAILY EUCHARIST
Revelation 14:14-20
Psalm 96
Luke 21:5-9

DAILY PRAYER: Week D
Zechariah 11:4-17
1 Corinthians 3:10-23
Luke 18:31-43"
Wednesday after the Last Sunday after Pentecost,2018-11-28,,,,TRUE,"Week of Proper 34
Wednesday after the Last Sunday after Pentecost, Green

DAILY EUCHARIST
Revelation 15:1-4
Psalm 98
Luke 21:10-19

DAILY PRAYER: Week D
Zechariah 12:1-10
Ephesians 1:3-14
Luke 19:1-10"
Thursday after the Last Sunday after Pentecost,2018-11-29,,,,TRUE,"Week of Proper 34
Thursday after the Last Sunday after Pentecost, Green

DAILY EUCHARIST
Revelation 18:1-2, 21 - 19:3, 9
Psalm 100
Luke 21:20-28

DAILY PRAYER: Week D
Zechariah 13:1-9
Ephesians 1:15-23
Luke 19:11-27"
"Andrew, Apostle, Patron of Scotland [4] Red",2018-11-30,,,,TRUE,"Andrew, Apostle, Patron of Scotland [4] Red

EUCHARIST
Deuteronomy 30:11-14 or Isaiah 52:7-10
Psalm 19:1-6
Romans 10:(8b-11), 12-18
Matthew 4:18-22

MORNING PRAYER: Festivals
Isaiah 49:1-6
1 Corinthians 4:1-16

EVENING PRAYER: Festivals
Isaiah 55:1-5
John 1:35-42

---

Week of Proper 34
Friday after the Last Sunday after Pentecost, Green

DAILY EUCHARIST
Revelation 20:1-4, 11- 21:4
Psalm 84
Luke 21:29-33

DAILY PRAYER: Week D
Zechariah 14:1-11
Romans 15:7-13
Luke 19:28-40"
"Charles de Foucauld, Priest and Hermit, 1916 [6] White",2018-12-01,,,,TRUE,"Week of Proper 34
Charles de Foucauld, Priest and Hermit, 1916 [6] White
Saturday after the Last Sunday after Pentecost, Green

DAILY EUCHARIST
Revelation 22:1-7
Psalm 95:1-7
Luke 21:34-36

DAILY PRAYER: Week D
Zechariah 14:12-21
Philippians 2:1-11
Luke 19:41-48"
